UserID,last_session,first_session,session_count,avg_duration,avg_demand,total_demand,num_chargers_used,num_locations_used,tenure_days,days_since_last_session,churned,common_charger_type,common_location,common_company
464,2022-09-28 14:13:00,2022-05-03 15:57:00,53,28.132075471698112,18.185849056603775,963.85,22,9,147,2,0,1,apartment,0
465,2022-09-06 12:36:00,2022-09-06 12:36:00,1,40.0,9.51,9.51,1,1,0,24,0,1,public parking lot,0
466,2022-09-29 11:35:00,2021-10-02 20:17:00,80,36.95,26.629624999999997,2130.37,9,3,361,1,0,1,public area,0
467,2022-09-29 16:55:00,2022-01-04 18:35:00,49,271.734693877551,27.285714285714285,1337.0,4,2,267,1,0,0,golf,1
468,2022-09-05 17:06:00,2022-09-05 17:06:00,1,5.0,3.83,3.83,1,1,0,25,0,1,public area,0
469,2022-09-28 18:15:00,2022-06-15 08:19:00,39,89.2051282051282,15.916410256410257,620.74,20,4,105,2,0,0,company,0
470,2022-09-05 14:06:00,2022-09-05 14:06:00,1,114.0,12.96,12.96,1,1,0,25,0,0,hotel,1
471,2022-09-05 09:17:00,2021-10-14 18:14:00,8,31.75,16.865000000000002,134.92000000000002,8,4,325,25,0,1,market,0
472,2022-09-29 17:36:00,2022-05-30 11:40:00,19,337.2631578947368,36.23684210526316,688.5,4,2,122,1,0,0,apartment,0
473,2022-09-04 19:33:00,2021-10-01 09:11:00,24,231.58333333333334,31.889166666666668,765.34,12,5,338,26,0,0,public area,1
474,2022-09-30 13:18:00,2021-10-17 08:26:00,40,65.15,14.03025,561.21,29,5,348,0,0,1,public institution,0
475,2022-09-21 21:48:00,2022-08-15 12:50:00,7,78.42857142857143,21.01571428571429,147.11,3,1,37,9,0,1,apartment,0
476,2022-09-21 15:16:00,2021-11-25 14:42:00,44,25.386363636363637,14.394545454545455,633.36,18,6,300,9,0,1,public area,0
477,2022-09-04 15:52:00,2022-09-04 15:52:00,1,35.0,14.6,14.6,1,1,0,26,0,1,public parking lot,0
478,2022-09-04 13:12:00,2022-08-04 17:06:00,7,62.285714285714285,5.347142857142857,37.43,3,2,30,26,0,0,company,1
479,2022-09-24 20:11:00,2022-05-20 11:41:00,41,151.9512195121951,19.207560975609756,787.51,35,8,127,6,0,1,resort,0
480,2022-09-27 13:21:00,2022-08-23 09:37:00,3,137.33333333333334,15.526666666666666,46.58,2,1,35,3,0,0,resort,1
481,2022-09-17 14:25:00,2021-12-28 17:54:00,41,330.0,33.930243902439024,1391.1399999999999,5,1,262,13,0,0,apartment,1
482,2022-09-29 06:04:00,2021-10-19 16:45:00,17,174.23529411764707,20.25470588235294,344.33,2,1,344,1,0,0,golf,1
483,2022-09-01 18:43:00,2022-09-01 18:43:00,1,320.0,35.06,35.06,1,1,0,29,0,0,hotel,0
484,2022-09-29 23:17:00,2022-04-01 13:55:00,43,157.32558139534885,8.854883720930232,380.76,2,2,181,0,0,0,resort,1
485,2022-09-03 18:54:00,2022-09-03 17:45:00,2,9.0,6.710000000000001,13.420000000000002,2,1,0,27,0,1,public area,0
486,2022-09-03 17:17:00,2022-01-04 17:25:00,35,38.02857142857143,25.246285714285715,883.62,1,1,241,27,0,1,apartment,0
487,2022-09-03 15:34:00,2022-03-26 17:38:00,9,86.55555555555556,5.609999999999999,50.489999999999995,3,3,160,27,0,0,company,0
488,2022-09-03 14:02:00,2021-10-03 13:54:00,5,27.6,18.832,94.16,3,2,335,27,0,1,public area,0
489,2022-09-03 12:57:00,2022-09-03 12:57:00,1,80.0,7.6,7.6,1,1,0,27,0,0,camping,1
490,2022-09-25 12:44:00,2022-07-13 14:44:00,17,103.76470588235294,8.899411764705881,151.29,8,2,73,5,0,0,apartment,0
491,2022-09-26 18:41:00,2022-08-16 11:11:00,5,147.8,16.41,82.05,4,2,41,4,0,0,apartment,0
492,2022-09-20 14:37:00,2021-12-03 10:16:00,66,174.22727272727272,20.967727272727274,1383.8700000000001,6,4,291,10,0,0,resort,1
493,2022-09-22 12:43:00,2022-04-30 15:31:00,12,192.83333333333334,32.119166666666665,385.43,7,4,144,8,0,0,public area,0
494,2022-09-02 21:07:00,2022-09-02 21:07:00,1,421.0,47.41,47.41,1,1,0,28,0,0,hotel,1
495,2022-09-03 01:24:00,2022-07-13 14:42:00,2,170.0,19.15,38.3,2,1,51,27,0,0,apartment,1
496,2022-09-27 13:25:00,2022-05-18 23:10:00,27,176.25925925925927,17.778518518518517,480.02,21,8,131,3,0,1,public area,0
497,2022-09-26 07:21:00,2022-05-15 13:59:00,30,40.1,32.039,961.17,4,2,133,4,0,1,public institution,0
498,2022-09-28 18:48:00,2022-04-30 10:02:00,15,31.066666666666666,19.62933333333333,294.44,7,4,151,2,0,1,public parking lot,0
499,2022-09-02 17:56:00,2022-09-02 17:56:00,1,33.0,35.9,35.9,1,1,0,28,0,1,market,0
500,2022-09-02 17:36:00,2022-08-13 09:56:00,13,31.53846153846154,18.163076923076922,236.12,6,3,20,28,0,1,public institution,0
501,2022-09-02 16:42:00,2022-09-02 16:42:00,1,74.0,7.79,7.79,1,1,0,28,0,0,market,1
502,2022-09-02 16:38:00,2022-03-15 14:45:00,5,51.6,2.526,12.629999999999999,3,2,171,28,0,0,public institution,0
503,2022-09-26 17:20:00,2022-04-21 15:04:00,22,83.77272727272727,4.530454545454545,99.67,8,4,158,4,0,0,public institution,1
504,2022-09-01 21:36:00,2021-12-05 18:28:00,3,495.0,30.98,92.94,2,2,270,29,0,0,apartment,0
505,2022-09-02 10:00:00,2022-09-02 10:00:00,1,6.0,3.59,3.59,1,1,0,28,0,1,public institution,0
506,2022-09-01 20:24:00,2022-02-05 21:25:00,5,506.4,43.012,215.06,2,1,207,29,0,0,resort,0
507,2022-09-27 18:38:00,2021-10-02 09:02:00,75,355.1066666666667,42.547066666666666,3191.03,8,2,360,3,0,0,apartment,1
508,2022-09-29 18:27:00,2022-01-07 20:40:00,23,159.52173913043478,20.80391304347826,478.49,8,3,264,1,0,0,apartment,1
510,2022-09-21 11:51:00,2021-10-03 10:03:00,35,269.74285714285713,9.355714285714285,327.45,4,2,353,9,0,0,public parking lot,0
511,2022-09-29 14:05:00,2022-07-29 15:28:00,17,86.6470588235294,9.638235294117647,163.85,9,2,61,1,0,0,hotel,1
512,2022-09-20 14:51:00,2021-12-04 15:16:00,36,94.02777777777777,21.274166666666666,765.87,21,7,289,10,0,1,market,0
513,2022-09-01 09:52:00,2021-11-25 19:39:00,20,405.1,46.5755,931.51,2,1,279,29,0,0,public area,1
514,2022-09-22 16:50:00,2021-10-01 16:16:00,37,118.51351351351352,13.34108108108108,493.62,6,2,356,8,0,0,apartment,1
515,2022-09-01 14:00:00,2022-05-16 16:38:00,26,53.03846153846154,10.17153846153846,264.46,25,7,107,29,0,1,public parking lot,0
516,2022-09-01 13:21:00,2021-12-30 15:24:00,10,20.6,6.483,64.83,9,4,244,29,0,1,public area,0
517,2022-09-30 18:34:00,2022-03-02 09:13:00,20,55.05,27.754,555.08,5,3,212,0,0,1,public area,0
518,2022-09-01 07:53:00,2022-08-21 05:36:00,4,111.0,12.1725,48.69,2,1,11,29,0,0,camping,1
519,2022-09-01 09:49:00,2022-08-24 19:06:00,3,130.0,10.703333333333333,32.11,1,1,7,29,0,0,resort,0
520,2022-09-17 19:28:00,2022-07-09 19:22:00,8,113.625,11.27375,90.19,4,3,70,13,0,0,public area,1
521,2022-09-01 09:12:00,2022-09-01 09:12:00,1,30.0,3.59,3.59,1,1,0,29,0,0,resort,1
522,2022-09-01 08:51:00,2022-08-29 11:02:00,3,107.0,20.836666666666666,62.51,2,2,2,29,0,0,resort,0
523,2022-09-01 07:05:00,2022-09-01 07:05:00,1,38.0,25.34,25.34,1,1,0,29,0,1,public area,0
524,2022-08-31 20:30:00,2022-08-31 20:30:00,1,667.0,50.94,50.94,1,1,0,30,0,0,resort,1
525,2022-08-31 18:57:00,2022-01-22 12:56:00,19,326.89473684210526,6.341578947368421,120.49,11,3,221,30,0,0,resort,0
526,2022-09-19 20:49:00,2022-08-31 23:02:00,2,342.5,37.915,75.83,2,1,18,11,0,0,apartment,1
527,2022-09-28 22:55:00,2021-10-02 13:23:00,58,135.74137931034483,7.989310344827586,463.38,10,6,361,1,0,0,public area,0
528,2022-09-30 05:08:00,2021-12-23 23:09:00,30,348.06666666666666,40.07533333333333,1202.26,2,1,280,0,0,0,public area,1
529,2022-08-31 21:46:00,2022-08-31 21:46:00,1,250.0,27.23,27.23,1,1,0,30,0,0,resort,1
530,2022-08-31 20:30:00,2022-08-31 20:30:00,1,231.0,25.42,25.42,1,1,0,30,0,0,hotel,1
531,2022-09-30 22:37:00,2022-09-30 22:37:00,1,75.0,8.49,8.49,1,1,0,0,0,0,resort,1
532,2022-09-30 21:46:00,2022-06-08 10:05:00,6,94.16666666666667,10.465,62.79,3,1,114,0,0,0,apartment,1
533,2022-09-30 19:45:00,2022-06-13 13:43:00,7,174.57142857142858,10.005714285714287,70.04,3,2,109,0,0,0,apartment,0
534,2022-09-30 21:25:00,2022-01-12 10:07:00,5,179.6,9.152,45.76,4,4,261,0,0,0,resort,0
535,2022-09-30 15:14:00,2022-09-30 15:14:00,1,379.0,43.98,43.98,1,1,0,0,0,0,public parking lot,0
536,2022-09-30 20:50:00,2022-09-19 23:12:00,14,33.357142857142854,22.457857142857144,314.41,6,4,10,0,0,1,public institution,0
537,2022-09-30 13:56:00,2022-05-28 19:20:00,7,447.2857142857143,50.785714285714285,355.5,2,1,124,0,0,0,apartment,0
538,2022-09-30 16:55:00,2022-09-22 16:03:00,4,119.0,13.01,52.04,1,1,8,0,0,0,public area,1
539,2022-09-30 18:46:00,2022-09-16 21:11:00,10,124.8,28.416000000000004,284.16,7,4,13,0,0,1,public institution,0
540,2022-09-30 18:37:00,2022-09-24 17:33:00,5,24.2,20.568,102.84,4,3,6,0,0,1,public parking lot,0
541,2022-09-30 17:57:00,2022-05-20 18:59:00,25,102.96,8.7444,218.61,15,6,132,0,0,0,public area,0
542,2022-09-30 15:25:00,2022-09-22 12:31:00,2,175.0,15.815000000000001,31.630000000000003,2,2,8,0,0,0,hotel,0
543,2022-09-30 14:39:00,2022-09-27 20:31:00,5,253.2,28.604000000000003,143.02,2,1,2,0,0,0,apartment,1
544,2022-09-30 16:23:00,2022-09-25 14:13:00,2,71.5,46.980000000000004,93.96000000000001,2,2,5,0,0,1,public area,0
545,2022-09-30 17:05:00,2021-10-01 10:47:00,35,19.571428571428573,10.405999999999999,364.21,26,7,364,0,0,1,public area,0
546,2022-09-30 14:29:00,2022-09-27 15:30:00,3,55.333333333333336,18.150000000000002,54.45,3,3,2,0,0,1,market,0
547,2022-09-30 14:36:00,2022-03-08 13:23:00,19,112.42105263157895,6.884736842105263,130.81,12,5,206,0,0,0,public area,0
548,2022-09-30 12:28:00,2022-09-30 12:28:00,1,139.0,8.6,8.6,1,1,0,0,0,0,sightseeing,0
549,2022-09-30 12:54:00,2021-10-03 17:58:00,10,66.4,17.049,170.49,7,5,361,0,0,1,market,0
550,2022-09-30 13:24:00,2022-09-30 13:24:00,1,7.0,0.77,0.77,1,1,0,0,0,0,public area,1
551,2022-09-30 10:24:00,2022-09-30 10:24:00,1,133.0,14.86,14.86,1,1,0,0,0,0,resort,0
553,2022-09-30 09:29:00,2021-10-30 15:55:00,31,53.03225806451613,7.316129032258065,226.8,25,8,334,0,0,0,public area,0
554,2022-09-30 09:43:00,2021-11-13 09:24:00,27,46.44444444444444,19.37,522.99,2,2,321,0,0,1,public parking lot,0
555,2022-09-29 21:53:00,2022-09-28 12:54:00,2,860.5,25.005,50.01,2,1,1,1,0,0,resort,0
556,2022-09-29 22:04:00,2022-08-19 20:50:00,3,579.3333333333334,48.53,145.59,3,2,41,1,0,0,market,1
557,2022-09-29 21:52:00,2022-09-21 18:07:00,11,86.54545454545455,24.586363636363636,270.45,3,1,8,1,0,0,apartment,1
558,2022-09-29 23:36:00,2021-11-02 13:57:00,13,78.3076923076923,2.8230769230769233,36.7,10,4,331,0,0,0,public area,0
559,2022-09-29 16:48:00,2022-09-29 16:48:00,1,453.0,51.59,51.59,1,1,0,1,0,0,hotel,1
560,2022-09-29 20:43:00,2022-02-11 16:18:00,13,68.92307692307692,6.993076923076923,90.91,4,2,230,1,0,0,public area,1
561,2022-09-29 13:55:00,2022-09-24 12:10:00,2,148.0,8.655,17.31,2,1,5,1,0,0,public area,0
562,2022-09-29 15:33:00,2022-01-07 19:20:00,15,39.86666666666667,24.074,361.11,6,2,264,1,0,1,public institution,0
563,2022-09-29 14:54:00,2022-09-29 14:54:00,1,37.0,26.03,26.03,1,1,0,1,0,1,sightseeing,0
564,2022-09-29 13:16:00,2022-09-22 18:58:00,5,65.2,22.119999999999997,110.6,5,3,6,1,0,1,sightseeing,0
565,2022-09-29 12:54:00,2022-02-11 20:27:00,3,54.0,3.6466666666666665,10.94,3,2,229,1,0,0,hotel,1
566,2022-09-29 01:05:00,2022-09-25 00:58:00,2,321.5,36.99,73.98,1,1,4,1,0,0,hotel,1
567,2022-09-28 18:48:00,2022-09-21 19:12:00,7,320.42857142857144,26.9,188.29999999999998,4,1,6,2,0,0,apartment,1
568,2022-09-28 23:31:00,2022-04-07 12:03:00,8,29.75,12.862499999999999,102.89999999999999,6,4,174,1,0,1,public area,0
569,2022-09-28 18:27:00,2022-09-28 15:44:00,2,106.5,12.33,24.66,2,1,0,2,0,0,hotel,1
570,2022-09-28 19:59:00,2022-09-28 19:59:00,1,44.0,28.12,28.12,1,1,0,2,0,1,restaurant,0
571,2022-09-28 19:20:00,2022-05-20 16:47:00,17,83.82352941176471,18.068823529411766,307.17,15,8,131,2,0,1,sightseeing,0
572,2022-09-28 17:35:00,2022-01-10 20:12:00,10,281.1,10.818000000000001,108.18,5,4,260,2,0,0,apartment,0
573,2022-09-28 16:27:00,2022-09-17 08:54:00,7,51.57142857142857,24.25857142857143,169.81,4,3,11,2,0,1,public area,0
574,2022-09-28 11:56:00,2021-10-01 17:44:00,25,32.24,21.421999999999997,535.55,20,5,361,2,0,1,public area,0
575,2022-09-28 10:59:00,2022-09-19 12:18:00,13,51.0,5.767692307692308,74.98,9,2,8,2,0,0,public institution,0
576,2022-09-28 11:44:00,2022-09-26 16:27:00,5,47.0,19.055999999999997,95.27999999999999,5,3,1,2,0,1,public area,0
577,2022-09-28 10:36:00,2022-09-27 16:12:00,2,114.5,41.995000000000005,83.99000000000001,2,1,0,2,0,1,company,0
578,2022-09-27 22:21:00,2022-09-27 22:21:00,1,480.0,53.31,53.31,1,1,0,3,0,0,resort,1
579,2022-09-27 20:34:00,2022-05-28 11:29:00,14,205.14285714285714,23.13357142857143,323.87,14,6,122,3,0,0,sightseeing,0
580,2022-09-27 23:20:00,2022-09-27 23:20:00,1,292.0,33.02,33.02,1,1,0,2,0,0,hotel,1
581,2022-09-27 23:08:00,2022-09-27 18:31:00,2,146.5,17.05,34.1,1,1,0,2,0,0,apartment,1
582,2022-09-27 21:32:00,2021-10-15 19:05:00,73,35.02739726027397,18.06150684931507,1318.49,19,4,347,3,0,1,public parking lot,0
583,2022-09-27 20:02:00,2022-09-20 16:57:00,5,33.4,20.606,103.03,2,2,7,3,0,1,company,0
584,2022-09-27 17:11:00,2021-11-11 14:05:00,5,56.2,7.864,39.32,5,3,320,3,0,0,camping,1
585,2022-04-29 22:10:00,2022-03-14 06:34:00,5,56.2,7.2620000000000005,36.31,5,4,46,154,1,0,resort,0
586,2022-09-27 15:18:00,2022-08-13 18:55:00,6,78.5,3.8350000000000004,23.01,3,2,44,3,0,0,market,1
587,2022-09-27 13:28:00,2022-09-27 13:28:00,1,77.0,8.7,8.7,1,1,0,3,0,0,sightseeing,0
590,2022-09-26 20:44:00,2022-09-25 21:11:00,2,257.5,28.355,56.71,2,1,0,4,0,0,resort,1
591,2022-09-26 17:55:00,2022-09-26 17:55:00,1,451.0,50.67,50.67,1,1,0,4,0,0,resort,1
592,2022-09-26 22:09:00,2022-09-26 18:42:00,2,20.5,12.225000000000001,24.450000000000003,1,1,0,4,0,1,company,0
594,2022-09-26 12:14:00,2021-10-01 08:30:00,65,262.2923076923077,25.964615384615385,1687.7,1,1,360,4,0,0,company,1
596,2022-09-26 11:57:00,2022-08-18 22:41:00,3,103.0,5.9366666666666665,17.81,2,2,38,4,0,0,public parking lot,0
597,2022-09-26 11:09:00,2022-01-20 14:13:00,7,67.28571428571429,3.8314285714285714,26.82,5,3,248,4,0,0,public area,1
598,2022-09-26 10:16:00,2022-03-02 13:54:00,41,249.6341463414634,27.318780487804876,1120.07,5,3,207,4,0,0,company,1
599,2022-09-26 11:07:00,2022-01-07 16:26:00,38,102.28947368421052,13.867894736842105,526.98,18,8,261,4,0,1,company,0
600,2022-09-26 08:53:00,2022-09-24 14:48:00,2,33.0,17.275,34.55,2,2,1,4,0,1,hotel,0
601,2022-09-26 08:12:00,2022-09-26 08:12:00,1,19.0,14.65,14.65,1,1,0,4,0,1,restaurant,0
602,2022-09-25 22:18:00,2022-09-25 22:18:00,1,559.0,60.02,60.02,1,1,0,5,0,0,resort,1
603,2022-09-25 22:53:00,2021-10-27 22:59:00,34,381.7352941176471,42.70058823529411,1451.82,11,2,332,4,0,0,public institution,0
604,2022-09-25 22:52:00,2022-09-25 22:52:00,1,197.0,21.13,21.13,1,1,0,4,0,0,resort,1
605,2022-09-25 20:06:00,2022-08-18 16:57:00,2,32.0,5.1450000000000005,10.290000000000001,2,2,38,5,0,1,public area,0
606,2022-09-25 19:50:00,2022-08-12 14:00:00,8,34.375,23.36625,186.93,4,4,44,5,0,1,public area,0
607,2022-09-25 19:27:00,2022-09-16 15:23:00,3,104.33333333333333,6.226666666666667,18.68,1,1,9,5,0,0,hotel,1
608,2022-09-25 18:13:00,2022-09-23 13:17:00,3,20.333333333333332,18.00333333333333,54.00999999999999,3,2,2,5,0,1,public area,0
609,2022-09-25 16:42:00,2022-09-22 17:48:00,6,28.166666666666668,16.653333333333332,99.92,6,5,2,5,0,1,public parking lot,0
610,2022-09-25 15:52:00,2022-09-19 08:07:00,3,83.33333333333333,8.71,26.130000000000003,2,1,6,5,0,0,market,1
611,2022-09-25 12:59:00,2022-02-08 10:57:00,28,62.67857142857143,28.05857142857143,785.64,12,6,229,5,0,1,golf,0
612,2022-09-18 10:24:00,2022-04-24 17:56:00,4,81.5,22.9275,91.71,4,3,146,12,0,1,sightseeing,0
613,2022-09-19 10:58:00,2022-09-19 10:58:00,1,82.0,9.3,9.3,1,1,0,11,0,0,public area,1
614,2022-09-25 08:56:00,2022-08-09 10:54:00,3,47.333333333333336,15.703333333333333,47.11,3,2,46,5,0,1,public area,0
615,2022-09-25 07:52:00,2021-10-02 13:49:00,29,42.689655172413794,13.653793103448276,395.96,12,6,357,5,0,1,public parking lot,0
616,2022-09-25 04:55:00,2022-09-25 04:55:00,1,22.0,31.63,31.63,1,1,0,5,0,1,hotel,0
618,2022-09-24 17:59:00,2022-09-24 17:59:00,1,497.0,58.29,58.29,1,1,0,6,0,0,restaurant,1
620,2022-09-24 20:50:00,2022-09-24 20:50:00,1,175.0,19.68,19.68,1,1,0,6,0,0,resort,1
621,2022-09-24 19:21:00,2022-07-28 11:28:00,9,57.0,11.76,105.84,6,5,58,6,0,0,public area,1
622,2022-09-24 17:58:00,2022-09-24 17:58:00,1,90.0,7.22,7.22,1,1,0,6,0,0,hotel,0
623,2022-09-24 16:27:00,2022-08-06 16:52:00,5,34.4,16.522,82.61,4,4,48,6,0,1,public institution,0
624,2022-09-22 19:29:00,2022-09-22 19:29:00,1,37.0,3.48,3.48,1,1,0,8,0,0,market,1
625,2022-09-24 15:02:00,2022-09-24 15:02:00,1,17.0,1.97,1.97,1,1,0,6,0,0,public area,0
626,2022-09-17 15:38:00,2022-09-17 15:38:00,1,136.0,8.23,8.23,1,1,0,13,0,0,public area,0
627,2022-09-24 12:41:00,2021-10-01 12:03:00,167,163.9880239520958,9.55622754491018,1595.89,8,4,358,6,0,0,hotel,0
628,2022-09-24 06:21:00,2022-02-27 13:32:00,12,80.5,9.5275,114.33,5,2,208,6,0,0,apartment,0
629,2022-09-23 19:53:00,2022-09-23 19:53:00,1,617.0,32.8,32.8,1,1,0,7,0,0,hotel,1
630,2022-09-23 20:16:00,2022-09-22 22:50:00,2,245.0,26.85,53.7,1,1,0,7,0,0,resort,1
631,2022-09-23 00:10:00,2021-12-08 13:01:00,10,88.0,9.988,99.88,9,6,288,7,0,1,hotel,0
632,2022-09-22 18:12:00,2022-09-22 18:12:00,1,455.0,29.97,29.97,1,1,0,8,0,0,resort,1
633,2022-09-22 20:23:00,2022-09-15 21:27:00,7,212.14285714285714,23.194285714285712,162.35999999999999,5,1,6,8,0,0,resort,1
634,2022-09-22 16:37:00,2021-12-03 21:41:00,46,345.45652173913044,38.61391304347826,1776.24,5,1,292,8,0,0,apartment,1
635,2022-09-22 16:59:00,2022-09-22 16:59:00,1,40.0,29.39,29.39,1,1,0,8,0,1,public parking lot,0
636,2022-09-22 14:21:00,2021-10-08 15:50:00,34,157.88235294117646,15.977941176470589,543.25,7,4,348,8,0,0,apartment,0
637,2022-09-22 16:18:00,2022-09-19 15:13:00,3,32.666666666666664,18.98,56.940000000000005,3,3,3,8,0,1,market,0
638,2022-09-22 13:21:00,2022-09-22 13:21:00,1,28.0,57.63,57.63,1,1,0,8,0,1,public area,0
639,2022-09-22 13:42:00,2022-09-22 13:42:00,1,22.0,12.4,12.4,1,1,0,8,0,1,public institution,0
640,2022-09-22 12:03:00,2021-12-29 12:03:00,7,98.28571428571429,5.672857142857143,39.71,2,2,267,8,0,0,resort,0
641,2022-09-22 12:23:00,2022-09-18 13:05:00,2,32.0,24.939999999999998,49.879999999999995,2,1,3,8,0,1,public area,0
642,2022-09-22 11:43:00,2021-10-05 16:47:00,8,30.5,17.6275,141.02,7,4,351,8,0,1,public area,0
643,2022-09-22 10:42:00,2022-05-27 10:51:00,22,103.81818181818181,17.277727272727272,380.11,18,6,117,8,0,1,public area,0
644,2022-09-21 18:29:00,2022-09-21 18:29:00,1,389.0,43.53,43.53,1,1,0,9,0,0,resort,1
645,2022-09-21 17:14:00,2022-04-25 15:23:00,11,184.0,18.83818181818182,207.22,4,4,149,9,0,0,company,0
646,2022-09-21 19:56:00,2022-08-02 20:02:00,4,163.5,18.235,72.94,3,2,49,9,0,0,hotel,1
647,2022-09-21 19:48:00,2022-09-21 19:48:00,1,41.0,26.28,26.28,1,1,0,9,0,1,market,0
651,2022-09-21 06:53:00,2022-09-20 07:10:00,2,117.0,12.49,24.98,2,1,0,9,0,0,resort,1
652,2022-09-20 20:48:00,2022-09-20 20:47:00,2,255.5,27.209999999999997,54.419999999999995,1,1,0,10,0,0,market,1
653,2022-09-21 00:37:00,2022-09-21 00:37:00,1,182.0,21.74,21.74,1,1,0,9,0,0,resort,1
655,2022-09-20 20:00:00,2022-09-18 20:26:00,2,209.5,23.365000000000002,46.730000000000004,2,1,1,10,0,0,resort,1
656,2022-09-20 14:34:00,2022-09-20 14:34:00,1,57.0,20.72,20.72,1,1,0,10,0,1,company,0
657,2022-09-20 11:26:00,2022-01-06 16:22:00,54,212.72222222222223,11.955925925925927,645.62,4,2,256,10,0,0,restaurant,0
658,2022-09-20 12:52:00,2022-07-03 17:29:00,33,95.84848484848484,12.870606060606061,424.73,25,8,78,10,0,1,hotel,0
659,2022-09-20 09:41:00,2022-09-19 10:13:00,2,127.0,15.004999999999999,30.009999999999998,2,1,0,10,0,0,resort,1
660,2022-09-20 10:13:00,2022-09-20 10:13:00,1,64.0,7.23,7.23,1,1,0,10,0,0,resort,1
661,2022-09-20 07:07:00,2022-09-20 07:07:00,1,212.0,12.44,12.44,1,1,0,10,0,0,public area,1
662,2022-09-20 09:57:00,2021-10-06 14:51:00,14,77.35714285714286,13.39,187.46,12,7,348,10,0,0,company,0
663,2022-09-20 09:41:00,2022-01-11 11:41:00,23,76.17391304347827,24.367391304347827,560.45,12,6,251,10,0,1,public parking lot,0
664,2022-09-19 19:53:00,2022-09-18 17:31:00,2,229.0,26.12,52.24,1,1,1,11,0,0,resort,1
665,2022-09-19 17:09:00,2022-09-19 17:09:00,1,180.0,19.69,19.69,1,1,0,11,0,0,hotel,1
666,2022-09-19 18:14:00,2022-09-18 16:12:00,8,11.625,1.19625,9.57,2,2,1,11,0,0,hotel,1
667,2022-09-19 17:31:00,2021-11-08 18:11:00,13,91.84615384615384,6.84,88.92,9,5,314,11,0,0,camping,0
668,2022-09-19 15:53:00,2021-10-07 17:08:00,27,72.37037037037037,24.651481481481483,665.59,7,4,346,11,0,1,market,0
669,2022-09-19 11:26:00,2022-09-19 11:26:00,1,40.0,29.9,29.9,1,1,0,11,0,1,public parking lot,0
670,2022-09-19 11:13:00,2022-01-17 15:16:00,3,71.0,23.143333333333334,69.43,3,3,244,11,0,1,company,0
671,2022-09-19 08:59:00,2021-12-16 14:32:00,56,29.535714285714285,16.511785714285715,924.66,18,6,276,11,0,1,public parking lot,0
672,2022-09-18 18:06:00,2022-09-18 18:06:00,1,362.0,40.05,40.05,1,1,0,12,0,0,hotel,1
673,2022-09-18 16:23:00,2022-09-18 16:23:00,1,43.0,4.71,4.71,1,1,0,12,0,0,hotel,1
674,2022-09-18 10:39:00,2022-09-18 10:39:00,1,20.0,12.58,12.58,1,1,0,12,0,1,public area,0
675,2022-09-17 18:53:00,2022-09-17 18:53:00,1,422.0,45.12,45.12,1,1,0,13,0,0,hotel,1
676,2022-09-17 19:22:00,2022-03-25 08:29:00,8,253.375,14.28875,114.31,3,2,176,13,0,0,resort,0
677,2022-09-17 17:59:00,2022-09-17 17:59:00,1,322.0,35.19,35.19,1,1,0,13,0,0,resort,1
678,2022-09-17 15:09:00,2022-09-17 15:09:00,1,433.0,46.83,46.83,1,1,0,13,0,0,public parking lot,0
679,2022-09-17 18:41:00,2022-09-17 18:41:00,1,35.0,18.01,18.01,1,1,0,13,0,1,public area,0
680,2022-09-17 15:40:00,2022-09-17 15:40:00,1,144.0,7.42,7.42,1,1,0,13,0,0,resort,0
681,2022-09-17 11:01:00,2021-10-02 07:27:00,26,231.1153846153846,27.38576923076923,712.03,1,1,350,13,0,0,public area,1
682,2022-09-17 13:43:00,2022-05-19 14:37:00,3,161.66666666666666,15.266666666666667,45.800000000000004,2,1,120,13,0,0,resort,1
684,2022-09-17 11:25:00,2022-03-17 12:00:00,54,44.75925925925926,5.256296296296296,283.84,10,5,183,13,0,0,apartment,1
685,2022-09-17 09:17:00,2022-09-17 09:17:00,1,91.0,3.58,3.58,1,1,0,13,0,0,resort,1
686,2022-09-16 18:47:00,2021-11-09 12:55:00,4,525.75,59.762499999999996,239.04999999999998,1,1,311,14,0,0,public area,1
687,2022-09-16 20:21:00,2022-09-16 20:20:00,2,12.5,0.405,0.81,1,1,0,14,0,0,market,1
688,2022-09-16 14:15:00,2021-10-18 11:46:00,8,50.375,5.3412500000000005,42.730000000000004,4,3,333,14,0,0,market,1
689,2022-09-16 08:31:00,2022-09-16 08:27:00,2,14.0,10.18,20.36,1,1,0,14,0,1,resort,0
690,2022-09-15 18:16:00,2021-10-13 20:33:00,22,397.72727272727275,46.87954545454545,1031.35,6,4,336,15,0,0,apartment,1
691,2022-09-15 17:23:00,2022-09-15 17:23:00,1,416.0,39.99,39.99,1,1,0,15,0,0,resort,1
692,2022-08-15 16:32:00,2022-08-15 16:32:00,1,170.0,9.97,9.97,1,1,0,46,0,0,public parking lot,0
694,2022-08-16 16:56:00,2022-08-15 16:22:00,5,79.6,7.818,39.089999999999996,3,1,1,45,0,0,resort,1
695,2022-08-15 19:40:00,2022-08-14 20:05:00,2,209.5,12.065,24.13,2,1,0,46,0,0,resort,0
696,2022-08-16 19:19:00,2022-08-14 18:55:00,5,73.2,7.5,37.5,3,1,2,45,0,0,resort,1
